#gid	GOTERM_BP_FAT	GOTERM_CC_FAT	GOTERM_MF_FAT	INTERPRO	KEGG_PATHWAY
ENSG00000116574	GO:0030036~actin cytoskeleton organization;GO:0030029~actin filament-based process;GO:0008360~regulation of cell shape;GO:0007010~cytoskeleton organization;GO:0051329~interphase of mitotic cell cycle;GO:0022403~cell cycle phase;GO:0022604~regulation of cell morphogenesis;GO:0000082~G1/S transition of mitotic cell cycle;GO:0051325~interphase	GO:0005886~plasma membrane;GO:0016323~basolateral plasma membrane;GO:0044459~plasma membrane part	NA	NA	NA
ENSG00000120708	GO:0007155~cell adhesion;GO:0008283~cell proliferation;GO:0043062~extracellular structure organization;GO:0030198~extracellular matrix organization;GO:0022610~biological adhesion	GO:0005615~extracellular space;GO:0031012~extracellular matrix;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0044421~extracellular region part	GO:0032403~protein complex binding;GO:0005178~integrin binding	NA	NA
ENSG00000163823	GO:0007626~locomotory behavior;GO:0006955~immune response;GO:0009611~response to wounding;GO:0042330~taxis;GO:0006935~chemotaxis;GO:0006952~defense response;GO:0006873~cellular ion homeostasis;GO:0055074~calcium ion homeostasis;GO:0006875~cellular metal ion homeostasis;GO:0006954~inflammatory response;GO:0006874~cellular calcium ion homeostasis;GO:0030003~cellular cation homeostasis;GO:0050801~ion homeostasis;GO:0019725~cellular homeostasis;GO:0007155~cell adhesion;GO:0055080~cation homeostasis;GO:0007204~elevation of cytosolic calcium ion concentration;GO:0055082~cellular chemical homeostasis;GO:0055065~metal ion homeostasis;GO:0055066~di-, tri-valent inorganic cation homeostasis;GO:0030005~cellular di-, tri-valent inorganic cation homeostasis;GO:0048878~chemical homeostasis;GO:0042592~homeostatic process;GO:0022610~biological adhesion	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	GO:0019955~cytokine binding;GO:0008528~peptide receptor activity, G-protein coupled;GO:0042277~peptide binding;GO:0001653~peptide receptor activity	NA	hsa04060:Cytokine-cytokine receptor interaction
ENSG00000188257	GO:0050727~regulation of inflammatory response;GO:0048864~stem cell development;GO:0045596~negative regulation of cell differentiation;GO:0032103~positive regulation of response to external stimulus;GO:0019827~stem cell maintenance;GO:0006952~defense response;GO:0032101~regulation of response to external stimulus;GO:0008285~negative regulation of cell proliferation;GO:0042127~regulation of cell proliferation;GO:0045597~positive regulation of cell differentiation;GO:0051094~positive regulation of developmental process;GO:0009617~response to bacterium	GO:0031982~vesicle;GO:0030141~secretory granule;GO:0031410~cytoplasmic vesicle;GO:0031988~membrane-bounded vesicle;GO:0005576~extracellular region;GO:0005615~extracellular space;GO:0044421~extracellular region part;GO:0016023~cytoplasmic membrane-bounded vesicle	GO:0005509~calcium ion binding	NA	hsa04010:MAPK signaling pathway
ENSG00000102924	NA	GO:0005886~plasma membrane;GO:0005576~extracellular region;GO:0044459~plasma membrane part	GO:0046983~protein dimerization activity;GO:0042803~protein homodimerization activity	NA	NA
ENSG00000184557	GO:0009314~response to radiation;GO:0043627~response to estrogen stimulus;GO:0042981~regulation of apoptosis;GO:0001666~response to hypoxia;GO:0034097~response to cytokine stimulus;GO:0051174~regulation of phosphorus metabolic process;GO:0014070~response to organic cyclic substance;GO:0043067~regulation of programmed cell death;GO:0045597~positive regulation of cell differentiation;GO:0043066~negative regulation of apoptosis;GO:0031667~response to nutrient levels;GO:0009991~response to extracellular stimulus;GO:0060548~negative regulation of cell death;GO:0051094~positive regulation of developmental process;GO:0070482~response to oxygen levels;GO:0009968~negative regulation of signal transduction;GO:0043069~negative regulation of programmed cell death;GO:0010033~response to organic substance;GO:0048545~response to steroid hormone stimulus;GO:0042325~regulation of phosphorylation;GO:0032496~response to lipopolysaccharide;GO:0009617~response to bacterium;GO:0032570~response to progesterone stimulus;GO:0010212~response to ionizing radiation;GO:0009725~response to hormone stimulus;GO:0009628~response to abiotic stimulus;GO:0019220~regulation of phosphate metabolic process;GO:0031100~organ regeneration;GO:0010941~regulation of cell death;GO:0031099~regeneration;GO:0042493~response to drug;GO:0040008~regulation of growth;GO:0002237~response to molecule of bacterial origin;GO:0009719~response to endogenous stimulus	NA	NA	NA	NA
ENSG00000107968	NA	NA	NA	NA	hsa04010:MAPK signaling pathway
ENSG00000120885	GO:0002443~leukocyte mediated immunity;GO:0002252~immune effector process;GO:0006955~immune response;GO:0009611~response to wounding;GO:0042981~regulation of apoptosis;GO:0006959~humoral immune response;GO:0002250~adaptive immune response;GO:0043254~regulation of protein complex assembly;GO:0006952~defense response;GO:0006915~apoptosis;GO:0002526~acute inflammatory response;GO:0043067~regulation of programmed cell death;GO:0045597~positive regulation of cell differentiation;GO:0006954~inflammatory response;GO:0008284~positive regulation of cell proliferation;GO:0012501~programmed cell death;GO:0043066~negative regulation of apoptosis;GO:0010941~regulation of cell death;GO:0008219~cell death;GO:0016265~death;GO:0045087~innate immune response;GO:0042127~regulation of cell proliferation;GO:0002460~adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains;GO:0051094~positive regulation of developmental process;GO:0060548~negative regulation of cell death;GO:0043069~negative regulation of programmed cell death;GO:0002684~positive regulation of immune system process	GO:0034358~plasma lipoprotein particle;GO:0031093~platelet alpha granule lumen;GO:0031982~vesicle;GO:0030141~secretory granule;GO:0031410~cytoplasmic vesicle;GO:0044433~cytoplasmic vesicle part;GO:0031988~membrane-bounded vesicle;GO:0005576~extracellular region;GO:0031091~platelet alpha granule;GO:0031983~vesicle lumen;GO:0005615~extracellular space;GO:0044421~extracellular region part;GO:0016023~cytoplasmic membrane-bounded vesicle;GO:0032994~protein-lipid complex;GO:0060205~cytoplasmic membrane-bounded vesicle lumen	NA	NA	NA
ENSG00000196189	NA	GO:0005886~plasma membrane	NA	NA	NA
ENSG00000163659	GO:0060325~face morphogenesis;GO:0044236~multicellular organismal metabolic process;GO:0060323~head morphogenesis;GO:0048514~blood vessel morphogenesis;GO:0048705~skeletal system morphogenesis;GO:0007517~muscle organ development;GO:0001944~vasculature development;GO:0001501~skeletal system development;GO:0009791~post-embryonic development;GO:0060324~face development;GO:0001568~blood vessel development	NA	GO:0016763~transferase activity, transferring pentosyl groups	NA	NA
ENSG00000123342	GO:0001944~vasculature development;GO:0044236~multicellular organismal metabolic process;GO:0032963~collagen metabolic process;GO:0001525~angiogenesis;GO:0048514~blood vessel morphogenesis;GO:0001568~blood vessel development	GO:0031012~extracellular matrix;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0044421~extracellular region part	GO:0005509~calcium ion binding	IPR006025:Peptidase M, neutral zinc metallopeptidases, zinc-binding site;IPR001818:Peptidase M10A and M12B, matrixin and adamalysin	NA
ENSG00000101000	GO:0050878~regulation of body fluid levels;GO:0007599~hemostasis;GO:0042060~wound healing;GO:0050817~coagulation;GO:0006955~immune response;GO:0009611~response to wounding;GO:0007596~blood coagulation	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	NA	NA	NA
ENSG00000198121	GO:0045859~regulation of protein kinase activity;GO:0042325~regulation of phosphorylation;GO:0051347~positive regulation of transferase activity;GO:0051174~regulation of phosphorus metabolic process;GO:0045860~positive regulation of protein kinase activity;GO:0006873~cellular ion homeostasis;GO:0051338~regulation of transferase activity;GO:0043085~positive regulation of catalytic activity;GO:0055074~calcium ion homeostasis;GO:0006875~cellular metal ion homeostasis;GO:0006874~cellular calcium ion homeostasis;GO:0030003~cellular cation homeostasis;GO:0050801~ion homeostasis;GO:0055080~cation homeostasis;GO:0019725~cellular homeostasis;GO:0007204~elevation of cytosolic calcium ion concentration;GO:0055082~cellular chemical homeostasis;GO:0055065~metal ion homeostasis;GO:0055066~di-, tri-valent inorganic cation homeostasis;GO:0030005~cellular di-, tri-valent inorganic cation homeostasis;GO:0019220~regulation of phosphate metabolic process;GO:0048878~chemical homeostasis;GO:0042592~homeostatic process;GO:0044093~positive regulation of molecular function;GO:0043549~regulation of kinase activity;GO:0033674~positive regulation of kinase activity	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	NA	NA	NA
ENSG00000020577	GO:0045727~positive regulation of translation	GO:0005886~plasma membrane;GO:0044459~plasma membrane part	NA	NA	NA
ENSG00000117724	GO:0051726~regulation of cell cycle;GO:0042493~response to drug;GO:0051329~interphase of mitotic cell cycle;GO:0008283~cell proliferation;GO:0022403~cell cycle phase;GO:0051325~interphase;GO:0007517~muscle organ development	NA	GO:0046983~protein dimerization activity;GO:0042803~protein homodimerization activity	NA	NA
ENSG00000033867	NA	GO:0005886~plasma membrane	NA	IPR011531:Bicarbonate transporter, C-terminal;IPR003020:Bicarbonate transporter, eukaryotic;IPR013769:Bicarbonate transporter, cytoplasmic	NA
ENSG00000139289	GO:0012501~programmed cell death;GO:0042981~regulation of apoptosis;GO:0043068~positive regulation of programmed cell death;GO:0010941~regulation of cell death;GO:0008219~cell death;GO:0006915~apoptosis;GO:0016265~death;GO:0043067~regulation of programmed cell death;GO:0043065~positive regulation of apoptosis;GO:0010942~positive regulation of cell death	GO:0031982~vesicle;GO:0031410~cytoplasmic vesicle;GO:0005730~nucleolus;GO:0044433~cytoplasmic vesicle part;GO:0031988~membrane-bounded vesicle;GO:0016023~cytoplasmic membrane-bounded vesicle	NA	NA	NA
ENSG00000165810	NA	NA	NA	IPR013783:Immunoglobulin-like fold;IPR003599:Immunoglobulin subtype	NA
ENSG00000006327	GO:0031344~regulation of cell projection organization;GO:0022604~regulation of cell morphogenesis;GO:0006929~substrate-bound cell migration;GO:0051674~localization of cell;GO:0001944~vasculature development;GO:0045793~positive regulation of cell size;GO:0006928~cell motion;GO:0006915~apoptosis;GO:0031346~positive regulation of cell projection organization;GO:0008361~regulation of cell size;GO:0045597~positive regulation of cell differentiation;GO:0001568~blood vessel development;GO:0048870~cell motility;GO:0045773~positive regulation of axon extension;GO:0012501~programmed cell death;GO:0007155~cell adhesion;GO:0030307~positive regulation of cell growth;GO:0001525~angiogenesis;GO:0048514~blood vessel morphogenesis;GO:0032535~regulation of cellular component size;GO:0016477~cell migration;GO:0040008~regulation of growth;GO:0008219~cell death;GO:0001558~regulation of cell growth;GO:0016265~death;GO:0051094~positive regulation of developmental process;GO:0022610~biological adhesion	GO:0005886~plasma membrane;GO:0009986~cell surface	NA	NA	hsa04060:Cytokine-cytokine receptor interaction
ENSG00000128016	GO:0050727~regulation of inflammatory response;GO:0032101~regulation of response to external stimulus;GO:0045596~negative regulation of cell differentiation	NA	NA	NA	NA
ENSG00000185499	GO:0007584~response to nutrient;GO:0033273~response to vitamin;GO:0031667~response to nutrient levels;GO:0033189~response to vitamin A;GO:0007565~female pregnancy;GO:0009991~response to extracellular stimulus	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0005576~extracellular region;GO:0044459~plasma membrane part	NA	NA	NA
ENSG00000100336	NA	GO:0005576~extracellular region	NA	NA	NA
ENSG00000167779	GO:0040008~regulation of growth;GO:0008285~negative regulation of cell proliferation;GO:0001558~regulation of cell growth;GO:0042127~regulation of cell proliferation	GO:0005615~extracellular space;GO:0005576~extracellular region;GO:0044421~extracellular region part	GO:0019838~growth factor binding;GO:0005520~insulin-like growth factor binding	IPR000867:Insulin-like growth factor-binding protein, IGFBP;IPR017891:Insulin-like growth factor binding protein, N-terminal	NA
ENSG00000206120	NA	NA	NA	IPR013032:EGF-like region, conserved site	NA
ENSG00000197614	NA	GO:0031012~extracellular matrix;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	NA	NA
ENSG00000165806	GO:0012501~programmed cell death;GO:0008219~cell death;GO:0009314~response to radiation;GO:0006915~apoptosis;GO:0009628~response to abiotic stimulus;GO:0016265~death;GO:0009411~response to UV	GO:0005625~soluble fraction	NA	NA	NA
ENSG00000123146	GO:0007155~cell adhesion;GO:0006928~cell motion;GO:0006952~defense response;GO:0006955~immune response;GO:0009611~response to wounding;GO:0022610~biological adhesion;GO:0006954~inflammatory response	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005615~extracellular space;GO:0005887~integral to plasma membrane;GO:0005576~extracellular region;GO:0044421~extracellular region part;GO:0044459~plasma membrane part	GO:0005509~calcium ion binding	IPR018097:EGF-like calcium-binding, conserved site;IPR013091:EGF calcium-binding;IPR001881:EGF-like calcium-binding;IPR000742:EGF-like, type 3	NA
ENSG00000118523	GO:0007155~cell adhesion;GO:0001525~angiogenesis;GO:0048514~blood vessel morphogenesis;GO:0009611~response to wounding;GO:0048705~skeletal system morphogenesis;GO:0051674~localization of cell;GO:0001501~skeletal system development;GO:0001944~vasculature development;GO:0016477~cell migration;GO:0040008~regulation of growth;GO:0006928~cell motion;GO:0001558~regulation of cell growth;GO:0022610~biological adhesion;GO:0001568~blood vessel development;GO:0048870~cell motility	GO:0005886~plasma membrane;GO:0031012~extracellular matrix;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0044421~extracellular region part	GO:0032403~protein complex binding;GO:0030246~carbohydrate binding;GO:0005539~glycosaminoglycan binding;GO:0008201~heparin binding;GO:0030247~polysaccharide binding;GO:0005520~insulin-like growth factor binding;GO:0005178~integrin binding;GO:0001871~pattern binding;GO:0008083~growth factor activity;GO:0019838~growth factor binding	IPR000867:Insulin-like growth factor-binding protein, IGFBP;IPR017891:Insulin-like growth factor binding protein, N-terminal;IPR000884:Thrombospondin, type 1 repeat	NA
ENSG00000182481	GO:0051329~interphase of mitotic cell cycle;GO:0022403~cell cycle phase;GO:0051325~interphase	NA	GO:0042277~peptide binding	NA	NA
ENSG00000150961	NA	GO:0031982~vesicle;GO:0031410~cytoplasmic vesicle;GO:0044433~cytoplasmic vesicle part;GO:0031988~membrane-bounded vesicle;GO:0016023~cytoplasmic membrane-bounded vesicle	NA	NA	NA
ENSG00000163638	NA	GO:0031012~extracellular matrix;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	IPR010294:ADAM-TS Spacer 1;IPR006025:Peptidase M, neutral zinc metallopeptidases, zinc-binding site;IPR013273:Peptidase M12B, ADAM-TS;IPR001818:Peptidase M10A and M12B, matrixin and adamalysin;IPR000884:Thrombospondin, type 1 repeat	NA
ENSG00000143333	GO:0009968~negative regulation of signal transduction	GO:0045121~membrane raft	NA	NA	NA
ENSG00000148154	NA	NA	GO:0035251~UDP-glucosyltransferase activity;GO:0046527~glucosyltransferase activity	IPR001173:Glycosyl transferase, family 2	NA
ENSG00000204983	NA	GO:0005615~extracellular space;GO:0005576~extracellular region;GO:0044421~extracellular region part	GO:0005509~calcium ion binding	NA	NA
ENSG00000160789	GO:0007517~muscle organ development	GO:0005886~plasma membrane	NA	NA	NA
ENSG00000111452	NA	GO:0005886~plasma membrane	NA	NA	NA
ENSG00000144837	NA	GO:0005576~extracellular region	NA	NA	NA
ENSG00000115946	NA	GO:0005730~nucleolus	NA	NA	NA
ENSG00000163687	GO:0030262~apoptotic nuclear changes;GO:0012501~programmed cell death;GO:0008219~cell death;GO:0006915~apoptosis;GO:0016265~death	NA	GO:0005509~calcium ion binding	NA	NA
ENSG00000111713	GO:0010033~response to organic substance;GO:0016051~carbohydrate biosynthetic process;GO:0000271~polysaccharide biosynthetic process;GO:0034637~cellular carbohydrate biosynthetic process	GO:0005625~soluble fraction	GO:0046983~protein dimerization activity;GO:0042803~protein homodimerization activity;GO:0035251~UDP-glucosyltransferase activity;GO:0046527~glucosyltransferase activity	NA	NA
ENSG00000099377	GO:0045727~positive regulation of translation;GO:0048864~stem cell development;GO:0045596~negative regulation of cell differentiation;GO:0046394~carboxylic acid biosynthetic process;GO:0019827~stem cell maintenance;GO:0022403~cell cycle phase;GO:0016053~organic acid biosynthetic process	NA	NA	NA	NA
ENSG00000174807	NA	GO:0031012~extracellular matrix;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0044421~extracellular region part	GO:0030246~carbohydrate binding;GO:0005509~calcium ion binding	IPR018378:C-type lectin, conserved site;IPR006210:EGF-like;IPR016186:C-type lectin-like;IPR001881:EGF-like calcium-binding;IPR013032:EGF-like region, conserved site;IPR018097:EGF-like calcium-binding, conserved site;IPR006209:EGF;IPR001304:C-type lectin;IPR013091:EGF calcium-binding	NA
ENSG00000135604	NA	GO:0005886~plasma membrane	NA	NA	NA
ENSG00000149798	GO:0030036~actin cytoskeleton organization;GO:0030029~actin filament-based process;GO:0008360~regulation of cell shape;GO:0007010~cytoskeleton organization;GO:0031344~regulation of cell projection organization;GO:0022604~regulation of cell morphogenesis;GO:0032535~regulation of cellular component size;GO:0043254~regulation of protein complex assembly;GO:0031346~positive regulation of cell projection organization;GO:0032271~regulation of protein polymerization;GO:0007015~actin filament organization;GO:0032273~positive regulation of protein polymerization	GO:0005886~plasma membrane	NA	NA	NA
ENSG00000197019	GO:0045859~regulation of protein kinase activity;GO:0008284~positive regulation of cell proliferation;GO:0051726~regulation of cell cycle;GO:0042325~regulation of phosphorylation;GO:0019220~regulation of phosphate metabolic process;GO:0000079~regulation of cyclin-dependent protein kinase activity;GO:0032535~regulation of cellular component size;GO:0040008~regulation of growth;GO:0051174~regulation of phosphorus metabolic process;GO:0051338~regulation of transferase activity;GO:0008361~regulation of cell size;GO:0001558~regulation of cell growth;GO:0042127~regulation of cell proliferation;GO:0043549~regulation of kinase activity	NA	NA	NA	NA
ENSG00000100311	GO:0051270~regulation of cell motion;GO:0030029~actin filament-based process;GO:0043627~response to estrogen stimulus;GO:0007626~locomotory behavior;GO:0040017~positive regulation of locomotion;GO:0009611~response to wounding;GO:0060326~cell chemotaxis;GO:0030334~regulation of cell migration;GO:0051272~positive regulation of cell motion;GO:0006929~substrate-bound cell migration;GO:0051347~positive regulation of transferase activity;GO:0001666~response to hypoxia;GO:0050865~regulation of cell activation;GO:0030595~leukocyte chemotaxis;GO:0030335~positive regulation of cell migration;GO:0051174~regulation of phosphorus metabolic process;GO:0051338~regulation of transferase activity;GO:0008361~regulation of cell size;GO:0008284~positive regulation of cell proliferation;GO:0008283~cell proliferation;GO:0040013~negative regulation of locomotion;GO:0030336~negative regulation of cell migration;GO:0032535~regulation of cellular component size;GO:0070482~response to oxygen levels;GO:0010033~response to organic substance;GO:0045859~regulation of protein kinase activity;GO:0007010~cytoskeleton organization;GO:0050900~leukocyte migration;GO:0048545~response to steroid hormone stimulus;GO:0042330~taxis;GO:0042325~regulation of phosphorylation;GO:0051674~localization of cell;GO:0006935~chemotaxis;GO:0006928~cell motion;GO:0045860~positive regulation of protein kinase activity;GO:0043085~positive regulation of catalytic activity;GO:0048870~cell motility;GO:0051271~negative regulation of cell motion;GO:0030036~actin cytoskeleton organization;GO:0009725~response to hormone stimulus;GO:0048146~positive regulation of fibroblast proliferation;GO:0032103~positive regulation of response to external stimulus;GO:0019220~regulation of phosphate metabolic process;GO:0040012~regulation of locomotion;GO:0016477~cell migration;GO:0002548~monocyte chemotaxis;GO:0042060~wound healing;GO:0032101~regulation of response to external stimulus;GO:0048660~regulation of smooth muscle cell proliferation;GO:0044093~positive regulation of molecular function;GO:0009719~response to endogenous stimulus;GO:0042127~regulation of cell proliferation;GO:0043549~regulation of kinase activity;GO:0033674~positive regulation of kinase activity	GO:0031982~vesicle;GO:0030141~secretory granule;GO:0031410~cytoplasmic vesicle;GO:0044433~cytoplasmic vesicle part;GO:0031988~membrane-bounded vesicle;GO:0005576~extracellular region;GO:0031983~vesicle lumen;GO:0009986~cell surface;GO:0016023~cytoplasmic membrane-bounded vesicle;GO:0060205~cytoplasmic membrane-bounded vesicle lumen	GO:0005518~collagen binding;GO:0046983~protein dimerization activity;GO:0008083~growth factor activity;GO:0042803~protein homodimerization activity;GO:0019838~growth factor binding	NA	hsa04060:Cytokine-cytokine receptor interaction;hsa04010:MAPK signaling pathway
ENSG00000156127	NA	NA	GO:0046983~protein dimerization activity;GO:0003700~transcription factor activity;GO:0043565~sequence-specific DNA binding	IPR004827:Basic-leucine zipper (bZIP) transcription factor;IPR011616:bZIP transcription factor, bZIP-1;IPR000837:Fos transforming protein	NA
ENSG00000182158	GO:0010033~response to organic substance	NA	GO:0046983~protein dimerization activity;GO:0003700~transcription factor activity;GO:0043565~sequence-specific DNA binding	IPR004827:Basic-leucine zipper (bZIP) transcription factor;IPR011616:bZIP transcription factor, bZIP-1	NA
ENSG00000124253	GO:0010033~response to organic substance;GO:0009725~response to hormone stimulus;GO:0016051~carbohydrate biosynthetic process;GO:0042592~homeostatic process;GO:0009719~response to endogenous stimulus;GO:0034637~cellular carbohydrate biosynthetic process;GO:0048878~chemical homeostasis	GO:0005730~nucleolus;GO:0005625~soluble fraction	NA	NA	NA
ENSG00000086062	GO:0051270~regulation of cell motion;GO:0009611~response to wounding;GO:0042981~regulation of apoptosis;GO:0001944~vasculature development;GO:0016051~carbohydrate biosynthetic process;GO:0043065~positive regulation of apoptosis;GO:0043067~regulation of programmed cell death;GO:0001568~blood vessel development;GO:0008284~positive regulation of cell proliferation;GO:0007155~cell adhesion;GO:0001525~angiogenesis;GO:0030198~extracellular matrix organization;GO:0048514~blood vessel morphogenesis;GO:0051240~positive regulation of multicellular organismal process;GO:0008285~negative regulation of cell proliferation;GO:0051094~positive regulation of developmental process;GO:0050900~leukocyte migration;GO:0051674~localization of cell;GO:0006952~defense response;GO:0006928~cell motion;GO:0002526~acute inflammatory response;GO:0010942~positive regulation of cell death;GO:0006954~inflammatory response;GO:0048870~cell motility;GO:0043068~positive regulation of programmed cell death;GO:0016477~cell migration;GO:0010941~regulation of cell death;GO:0042060~wound healing;GO:0042127~regulation of cell proliferation;GO:0043062~extracellular structure organization;GO:0034637~cellular carbohydrate biosynthetic process;GO:0022610~biological adhesion	GO:0005886~plasma membrane;GO:0009986~cell surface;GO:0005576~extracellular region;GO:0016323~basolateral plasma membrane;GO:0044459~plasma membrane part	GO:0046983~protein dimerization activity;GO:0042803~protein homodimerization activity	NA	NA
ENSG00000171051	GO:0045859~regulation of protein kinase activity;GO:0007626~locomotory behavior;GO:0042325~regulation of phosphorylation;GO:0042330~taxis;GO:0019220~regulation of phosphate metabolic process;GO:0006935~chemotaxis;GO:0051347~positive regulation of transferase activity;GO:0006928~cell motion;GO:0051174~regulation of phosphorus metabolic process;GO:0045860~positive regulation of protein kinase activity;GO:0051338~regulation of transferase activity;GO:0044093~positive regulation of molecular function;GO:0043085~positive regulation of catalytic activity;GO:0043549~regulation of kinase activity;GO:0033674~positive regulation of kinase activity	GO:0005886~plasma membrane	GO:0008528~peptide receptor activity, G-protein coupled;GO:0042277~peptide binding;GO:0001653~peptide receptor activity	NA	NA
ENSG00000145708	GO:0007565~female pregnancy	GO:0005615~extracellular space;GO:0005625~soluble fraction;GO:0005576~extracellular region;GO:0044421~extracellular region part	GO:0042277~peptide binding	NA	NA
ENSG00000132965	GO:0006690~icosanoid metabolic process;GO:0046394~carboxylic acid biosynthetic process;GO:0016053~organic acid biosynthetic process	NA	NA	NA	NA
ENSG00000163399	GO:0008015~blood circulation;GO:0042493~response to drug;GO:0003013~circulatory system process;GO:0051240~positive regulation of multicellular organismal process	GO:0031982~vesicle;GO:0005887~integral to plasma membrane;GO:0031410~cytoplasmic vesicle;GO:0031988~membrane-bounded vesicle;GO:0016323~basolateral plasma membrane;GO:0044459~plasma membrane part;GO:0031226~intrinsic to plasma membrane;GO:0005886~plasma membrane;GO:0016023~cytoplasmic membrane-bounded vesicle	NA	NA	NA
ENSG00000213088	GO:0006952~defense response;GO:0009611~response to wounding;GO:0006954~inflammatory response	GO:0005886~plasma membrane	GO:0019955~cytokine binding;GO:0008528~peptide receptor activity, G-protein coupled;GO:0042277~peptide binding;GO:0001653~peptide receptor activity	NA	NA
ENSG00000179431	NA	GO:0005615~extracellular space;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	NA	NA
ENSG00000131459	GO:0016051~carbohydrate biosynthetic process	NA	GO:0030246~carbohydrate binding	NA	NA
ENSG00000115594	GO:0010033~response to organic substance;GO:0034097~response to cytokine stimulus;GO:0006952~defense response;GO:0045087~innate immune response;GO:0006955~immune response	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	GO:0019955~cytokine binding;GO:0019966~interleukin-1 binding;GO:0004908~interleukin-1 receptor activity;GO:0019838~growth factor binding	IPR004075:Interleukin-1 receptor, type I/Toll precursor;IPR015621:Interleukin-1 receptor;IPR004074:Interleukin-1 receptor, type I and type II;IPR013783:Immunoglobulin-like fold;IPR003599:Immunoglobulin subtype	hsa04060:Cytokine-cytokine receptor interaction;hsa04010:MAPK signaling pathway;hsa04640:Hematopoietic cell lineage
ENSG00000197405	GO:0045859~regulation of protein kinase activity;GO:0007626~locomotory behavior;GO:0006955~immune response;GO:0042325~regulation of phosphorylation;GO:0042330~taxis;GO:0006935~chemotaxis;GO:0051347~positive regulation of transferase activity;GO:0006952~defense response;GO:0051174~regulation of phosphorus metabolic process;GO:0045860~positive regulation of protein kinase activity;GO:0006873~cellular ion homeostasis;GO:0051338~regulation of transferase activity;GO:0043085~positive regulation of catalytic activity;GO:0055074~calcium ion homeostasis;GO:0006875~cellular metal ion homeostasis;GO:0006874~cellular calcium ion homeostasis;GO:0050801~ion homeostasis;GO:0030003~cellular cation homeostasis;GO:0019725~cellular homeostasis;GO:0055080~cation homeostasis;GO:0007204~elevation of cytosolic calcium ion concentration;GO:0055082~cellular chemical homeostasis;GO:0055065~metal ion homeostasis;GO:0055066~di-, tri-valent inorganic cation homeostasis;GO:0030005~cellular di-, tri-valent inorganic cation homeostasis;GO:0019220~regulation of phosphate metabolic process;GO:0048878~chemical homeostasis;GO:0042592~homeostatic process;GO:0044093~positive regulation of molecular function;GO:0043549~regulation of kinase activity;GO:0033674~positive regulation of kinase activity	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	GO:0008528~peptide receptor activity, G-protein coupled;GO:0042277~peptide binding;GO:0001653~peptide receptor activity	NA	hsa04610:Complement and coagulation cascades
ENSG00000132510	GO:0006952~defense response;GO:0009611~response to wounding;GO:0006954~inflammatory response	NA	GO:0043565~sequence-specific DNA binding	NA	NA
ENSG00000010278	GO:0009611~response to wounding;GO:0006928~cell motion;GO:0050817~coagulation;GO:0006873~cellular ion homeostasis;GO:0050801~ion homeostasis;GO:0007155~cell adhesion;GO:0019725~cellular homeostasis;GO:0007599~hemostasis;GO:0055082~cellular chemical homeostasis;GO:0048878~chemical homeostasis;GO:0050878~regulation of body fluid levels;GO:0042060~wound healing;GO:0008285~negative regulation of cell proliferation;GO:0042592~homeostatic process;GO:0034329~cell junction assembly;GO:0042127~regulation of cell proliferation;GO:0022610~biological adhesion;GO:0007596~blood coagulation	GO:0031982~vesicle;GO:0030141~secretory granule;GO:0005887~integral to plasma membrane;GO:0031410~cytoplasmic vesicle;GO:0044433~cytoplasmic vesicle part;GO:0031988~membrane-bounded vesicle;GO:0044459~plasma membrane part;GO:0031091~platelet alpha granule;GO:0031226~intrinsic to plasma membrane;GO:0005886~plasma membrane;GO:0016023~cytoplasmic membrane-bounded vesicle	NA	NA	hsa04640:Hematopoietic cell lineage
